time_req_entrance,time_req_pharmacy,time_req_registration,time_req_waiting_area,size_entrance_x,size_entrance_y,size_pharmacy_x,size_pharmacy_y,size_registration_x,size_registration_y,size_waiting_area_x,size_waiting_area_y,creation_rate,infected_rate,transmission_rate,transmissions,agents,average_transmissions
10,15,20,60,20,10,8,8,5,5,10,10,0.1,0.1,0.0,0.0,99.17,0.0
10,15,20,60,20,10,8,8,5,5,10,10,0.1,0.1,0.05,2.55,100.77,0.024978098894728972
10,15,20,60,20,10,8,8,5,5,10,10,0.1,0.1,0.1,5.97,100.86,0.059181829100475376
10,15,20,60,20,10,8,8,5,5,10,10,0.1,0.1,0.15000000000000002,9.51,101.71,0.09236202824547553
10,15,20,60,20,10,8,8,5,5,10,10,0.1,0.1,0.2,11.71,99.0,0.11769421115643182
10,15,20,60,20,10,8,8,5,5,10,10,0.1,0.1,0.25,16.69,100.33,0.16362280090089093
10,15,20,60,20,10,8,8,5,5,10,10,0.1,0.1,0.30000000000000004,20.05,100.24,0.19891223808870037
10,15,20,60,20,10,8,8,5,5,10,10,0.1,0.1,0.35000000000000003,23.23,99.76,0.2302704989317192
10,15,20,60,20,10,8,8,5,5,10,10,0.1,0.1,0.4,25.31,101.22,0.24658282404531762
10,15,20,60,20,10,8,8,5,5,10,10,0.1,0.1,0.45,30.1,99.83,0.29703596843963304
10,15,20,60,20,10,8,8,5,5,10,10,0.1,0.1,0.5,32.57,99.43,0.3232271908901369
10,15,20,60,20,10,8,8,5,5,10,10,0.1,0.1,0.55,35.76,101.82,0.34545015096279236
10,15,20,60,20,10,8,8,5,5,10,10,0.1,0.1,0.6000000000000001,38.67,100.92,0.37754725665412814
10,15,20,60,20,10,8,8,5,5,10,10,0.1,0.1,0.65,40.37,100.27,0.398847954527368
10,15,20,60,20,10,8,8,5,5,10,10,0.1,0.1,0.7000000000000001,41.1,101.72,0.40109830599309476
10,15,20,60,20,10,8,8,5,5,10,10,0.1,0.1,0.75,43.54,100.59,0.42686370695907544
10,15,20,60,20,10,8,8,5,5,10,10,0.1,0.1,0.8,45.24,100.57,0.4431432267566594
10,15,20,60,20,10,8,8,5,5,10,10,0.1,0.1,0.8500000000000001,45.96,100.59,0.4525290072632712
10,15,20,60,20,10,8,8,5,5,10,10,0.1,0.1,0.9,49.32,100.86,0.48374592296613483
10,15,20,60,20,10,8,8,5,5,10,10,0.1,0.1,0.9500000000000001,48.32,99.6,0.48027104037562185
